county,state,season,latitude,longitude,date,classification,temperature_high,temperature_low,dew_point,humidity,cloud_cover,moon_phase,precip_intensity,pressure,uv_index,visibility,wind_bearing,wind_speed
Clearwater County,Idaho,Fall,46.75905,-115.8545,11/8/2021,Class B,44.01,30.51,26.71,0.77,0.28,0.17,0.0005,1022.4,2,10,96,3.41
Lawrence County,Kentucky,Fall,38.195,-82.868,10/20/2018,Class B,60.96,35.88,45.87,0.75,0.94,0.37,0.0043,1013.16,3,5.1,277,5.6
Litchfield County,Connecticut,Fall,41.95082,-72.99536,11/7/2018,Class B,58.57,33.16,38.89,0.65,0.18,0.02,0,1012.51,3,9.98,230,4.31
Litchfield County,Connecticut,Summer,42.00356,-73.32587,7/13/2010,Class B,81.25,69.14,68.78,0.87,0.79,0.07,0.0098,1011.99,6,9.49,160,0.85
Clark County,Washington,Spring,45.77225,-122.3445,5/25/2018,Class B,63.72,47.09,48.94,0.76,0.67,0.38,0,1016.68,7,10,285,3.28
Inyo County,California,Fall,37.17004,-118.5391,11/10/2018,Class B,44.16,21.32,-3.88,0.27,0.13,0.11,0,1017.36,4,10,244,1.79
Valley County,Idaho,Fall,44.66862,-116.1155,11/21/2018,Class A,42.13,33.76,16.39,0.59,0.27,0.45,0,1019.59,2,1.24,128,0.83
Pope County,Arkansas,Fall,35.55535,-93.1716,11/22/2018,Class B,59.4,43.23,32.5,0.69,0,0.48,0,1024.8,3,8.6,157,3.07
Hillsborough County,Florida,Fall,28.12479,-82.23728,11/20/2018,Class B,79.62,56.93,66.07,0.86,0.48,0.41,0,1018.7,3,9.14,334,2.08
Whatcom County,Washington,Summer,48.92982,-122.2018,9/15/2018,Class A,53.4,47.93,48.49,0.97,0.95,0.21,0.0075,1011.13,3,4.05,112,2.04
Pulaski County,Missouri,Summer,37.7925,-92.05,7/8/2017,Class A,89.41,63.61,63.69,0.64,0.15,0.48,0,1017.75,11,7.71,341,0.22
Skagit County,Washington,Summer,48.56245,-121.8588,9/15/2018,Class B,54.8,51.16,47.93,0.85,0.9,0.21,0.006,1011.93,4,10,153,2.89
Cherokee County,Kansas,Summer,37.274,-94.93115,6/16/1995,Class B,86.28,65.22,65.6,0.72,0.29,0.63,,1020.84,9,9.87,158,9.41
Alameda County,California,Spring,37.62124,-121.7587,5/15/1990,Class A,68.67,47.37,44.47,0.64,0.11,0.69,,1016.2,10,9.535,265,10.67
Harrison County,Ohio,Winter,40.30527,-80.93864,2/16/2020,Class A,42.92,22,26.01,0.68,0.5,0.79,0.0172,1020.3,3,10,236,3.39
Newton County,Arkansas,Summer,36.042,-93.1545,7/22/2018,Class A,88.61,66.49,62.89,0.61,0,0.36,0,1012.8,11,9.997,319,4.51
Carroll County,Arkansas,Spring,36.3025,-93.448,5/10/1997,Class A,73.18,44.7,32.67,0.41,0.03,0.15,,1024.8,11,10,205,4.28
Wythe County,Virginia,Spring,37.0048,-81.11751,4/10/2019,Class A,73.98,41.95,33.13,0.45,0.09,0.19,0,1011.1,9,9.997,296,2.59
Hardin County,Texas,Spring,30.19144,-94.32404,4/16/2019,Class A,76.63,65.47,59.18,0.82,0.38,0.41,0,1018.5,6,9.997,148,6.18
Buchanan County,Missouri,Summer,39.3875,-94.43649,6/8/1996,Class A,71.19,56.8,54.84,0.76,0.79,0.77,0,1016.7,6,9.851,355,9.18
Larimer County,Colorado,Spring,40.26821,-105.1821,5/25/2019,Class B,72.25,49.88,36.36,0.47,0.16,0.73,0,1012.3,10,5.3,120,6.48
Lafayette County,Missouri,Summer,39.1175,-93.4025,7/11/2003,Class A,88.16,65.76,62.32,0.6,0.31,0.44,,1015.5,8,8.427,242,5.06
Del Norte County,California,Winter,41.89288,-123.7879,3/15/2019,Class A,67.13,39.97,29.85,0.49,0.02,0.31,0,1025.5,6,9.85,51,3.13
Shasta County,California,Summer,40.64289,-121.8214,9/4/2018,Class A,89.63,58.4,41.16,0.34,0,0.82,0,1008.5,8,8.254,231,3.71
Oneida County,Wisconsin,Summer,45.63092,-90.02283,7/9/2019,Class A,82.52,69.47,61.36,0.71,0.24,0.27,0.0072,1014.7,10,8.03,178,5.29
Harrison County,Ohio,Summer,40.16912,-80.62003,2/6/2020,Class B,41.47,27.99,34.78,0.91,1,0.42,0.0315,998,2,6.644,346,4.44
Jefferson County,Montana,Winter,46.24,-111.75,3/9/2019,Class B,19.79,-0.57,6.41,0.76,0.3,0.11,0,1019,5,9.784,266,5.98
Summit County,Colorado,Summer,39.41087,-106.1444,7/25/2019,Class A,59.08,40.27,43.28,0.79,0.77,0.78,0.0072,1018.1,6,4.567,339,4.81
Burlington County,New Jersey,Summer,39.7784,-74.54086,6/20/2019,Class A,85.53,68.84,72.68,0.91,0.78,0.62,0.0334,1001.4,6,7.005,202,4.13
Mcdowell County,North Carolina,Winter,35.6644,-81.78065,12/24/2016,Class A,60.78,49.49,40.34,0.68,0.76,0.87,0.0002,1024,2,9.748,225,1.34
Cattaraugus County,New York,Summer,42.06832,-78.7492,7/23/2013,Class A,79.57,56.59,64.65,0.89,0.8,0.55,0.0305,1006.5,7,7.41,283,2.45
Cherokee County,Oklahoma,Summer,35.325,-95.0585,6/10/2000,Class A,81.62,69.38,70.31,0.89,0.65,0.32,0.117,1015.2,9,8.938,164,10.53
Skamania County,Washington,Summer,45.80191,-121.9223,9/1/2019,Class B,79.81,54.03,55.78,0.67,0.2,0.11,0,1014.9,6,9.997,227,2.02
Sanders County,Montana,Winter,47.25335,-114.45,12/1/2017,Class A,32.72,22.94,26.47,0.96,0.95,0.44,0,1021.5,1,9.931,180,3.13
San Jacinto County,Texas,Summer,30.3115,-95.3175,6/11/2009,Class B,94.61,71.4,73.58,0.73,0.49,0.63,0,1010.8,8,9.997,165,3.61
Okaloosa County,Florida,Summer,30.71482,-86.63961,1/21/2019,Class A,57.16,37.6,27.11,0.64,0,0.54,0,1028,4,8.966,23,4.17
Whatcom County,Washington,Winter,48.90147,-122.3347,1/21/2017,Class A,49.55,36.94,38.14,0.82,0.84,0.82,0.0004,995.4,1,9.962,54,2.88
Clay County,Texas,Summer,34.125,-98.105,7/30/2018,Class B,89.28,67.32,68.77,0.68,0.43,0.6,0.0126,1014.5,8,9.768,20,10.09
San Diego County,California,Fall,33.03662,-116.5645,10/20/2019,Class B,65.77,59.49,23.91,0.24,0,0.74,0,1011,6,10,95,10.96
Somerset County,New Jersey,Summer,40.45815,-74.77675,7/25/2008,Class A,85.2,62.21,58.13,0.64,0.12,0.76,0.0001,1018.9,9,9.916,266,1.91
Humboldt County,California,Fall,40.01142,-123.9122,11/2/2019,Class B,66.62,48.75,35.88,0.47,0,0.21,0.0005,1019.5,4,10,80,3.64
San Augustine County,Texas,Fall,31.1659,-94.1679,11/18/2019,Class A,72.64,42.71,42.78,0.68,0.01,0.72,0.0008,1013.9,5,10,316,2.64
Middlesex County,Connecticut,Fall,41.38622,-72.60558,10/6/2019,Class A,68.34,66.39,53.34,0.79,0.55,0.29,0.0006,1026.5,4,10,183,9.55
Cowlitz County,Washington,Fall,46.20128,-122.9329,10/27/1991,Class A,49.01,35.62,38.77,0.9,0.3,0.67,,1020.2,2,9.796,221,3.82
Deschutes County,Oregon,Fall,44.16966,-121.5014,9/15/1982,Class B,61.62,26.03,28.44,0.57,0.06,0.95,,1018.1,6,10,313,8.72
Miami County,Kansas,Winter,38.53062,-89.89167,11/4/1994,Class A,68.63,59.36,64.43,0.96,1,0.06,0.0366,1012.3,2,7.647,184,11.6
Madison County,Florida,Winter,30.5931,-83.41369,12/15/2017,Class B,65.1,41.38,44.65,0.73,0.61,0.93,0,1019.1,3,9.121,282,2.02
Orange County,New York,Fall,41.26455,-74.1468,9/14/1994,Class A,75.18,56.42,63.62,0.81,0.93,0.34,,1013.6,4,5.989,267,7.5
Pierce County,Washington,Summer,46.9805,-121.7464,1/15/2021,Class B,37.41,26.59,32.81,0.95,0.79,0.1,0.0156,1028.7,1,4.9,253,5.48
Fairfield County,Ohio,Winter,39.6279,-82.83647,1/20/2020,Class A,26.88,13.05,12.18,0.72,0.53,0.87,0.0006,1034,2,9.963,317,5.27
Washington County,Oregon,Summer,45.46429,-123.0697,6/15/1997,Class A,77.48,54.82,57.04,0.78,0.47,0.34,0,1016.3,9,9.643,341,2.41
Swain County,North Carolina,Winter,35.33783,-83.52992,1/31/2020,Class A,45.65,34.66,38.05,0.89,0.81,0.22,0.0029,1021.4,2,9.23,137,3.22
Boone County,Missouri,Spring,38.485,-92.225,4/27/2014,Class A,76.71,54.49,56.24,0.67,0.54,0.96,0.0103,1000.8,5,9.159,139,10.92
Jackson County,Oregon,Fall,42.12363,-122.339,10/21/2011,Class A,64.91,38.67,39.71,0.63,0,0.82,0,1024.9,4,9.997,279,1.39
Bonner County,Idaho,Spring,48.22407,-116.8768,2/15/2020,Class B,40.71,30.41,29.83,0.88,0.87,0.76,0.0084,1017.5,1,5.799,208,5.11
Essex County,New York,Summer,44.22388,-73.87529,8/6/2010,Class A,65.27,35.27,50.88,0.73,0.38,0.88,0,1005.7,7,9.997,272,6.71
Bonner County,Idaho,Fall,48.73665,-116.8596,10/7/2017,Class B,53.73,31.52,30.63,0.53,0.78,0.59,0.0053,1007.2,3,4.076,279,4.16
Le Flore County,Oklahoma,Spring,34.4415,-94.4325,4/3/2020,Class B,63.53,45.85,54.5,0.88,0.78,0.34,0.0212,1015.2,5,9.601,95,4.49
Skamania County,Washington,Winter,45.75957,-121.6267,1/4/2020,Class A,45.68,35.94,38.53,0.89,0.61,0.31,0.0164,1024.9,1,8.869,254,8.68
McCurtain County,Oklahoma,Summer,34.021,-94.4435,8/14/2010,Class A,99.69,73.48,73.35,0.68,0.01,0.19,0,1009.7,10,8.577,193,3.04
Belmont County,Ohio,Spring,40.10084,-81.14331,4/11/2020,Class B,55.44,41.01,28.95,0.59,0.18,0.65,0.0007,1016.4,6,10,245,5.03
Hunt County,Texas,Summer,33.2,-96.17,4/18/2020,Class B,69.15,60.55,46.77,0.75,0.43,0.88,0.0065,1016.3,7,9.977,83,7.12
Shoshone County,Idaho,Summer,47.19253,-116.0776,7/13/2019,Class B,84.86,57.91,50.84,0.51,0.29,0.41,0.0068,1009.8,9,2.207,273,3.14
Lewis County,Washington,Spring,46.4125,-122.182,4/24/2020,Class B,47.69,41.85,39.38,0.91,0.78,0.06,0.0031,1022.4,4,9.889,164,3.77
Warren County,Ohio,Spring,39.42606,-84.10463,4/12/2020,Class B,64.65,53.71,45.38,0.72,0.72,0.69,0.0226,1008.3,6,9.417,163,9.75
Roanoke County,Virginia,Fall,37.29734,-79.85085,10/15/2019,Class A,74.23,50.39,42.52,0.63,0.16,0.57,0.0003,1019.2,6,10,190,4.12
Grays Harbor County,Washington,Fall,47.0709,-124.166,10/1/2016,Class A,58.29,49.2,49.76,0.93,0.98,0.04,0.0351,1012.9,3,6.777,140,5.57
Skamania County,Washington,Spring,45.74796,-122.2389,5/15/2020,Class B,52.54,44.51,40.02,0.88,0.65,0.8,0.0164,1020,6,6.371,249,3.44
Putnam County,New York,Spring,41.49887,-73.59659,5/17/2020,Class B,70.25,52.05,48.73,0.69,0.64,0.86,0.0005,1024.3,7,10,152,6.21
Brown County,Indiana,Spring,39.24841,-86.33011,5/9/2020,Class A,55.83,42.23,25.21,0.51,0.05,0.6,0.0007,1023.6,7,10,283,3.82
Lewis County,Washington,Spring,46.71444,-121.5406,5/24/2020,Class B,61.4,44.84,43.47,0.79,0.98,0.08,0.0012,1019.5,4,7.104,251,1.87
Washington County,Indiana,Summer,38.71342,-86.04386,6/12/2020,Class B,85.83,58.9,54.71,0.56,0.02,0.74,0.0004,1023,10,10,335,4.6
Whatcom County,Washington,Summer,48.84984,-122.1455,8/19/2017,Class B,73.9,49.75,51.64,0.68,0.45,0.94,0.0003,1021.6,6,5.428,235,2.91
King County,Washington,Fall,47.49488,-121.7555,10/31/2015,Class B,58.32,46.14,52.31,0.94,0.95,0.67,0.1102,1004.7,2,9.88,116,6.58
Cumberland County,Tennessee,Spring,35.8823,-84.88694,4/20/2020,Class B,64.81,49.95,43.77,0.7,0.37,0.94,0.0164,1007.5,7,9.411,332,6.25
Monroe County,Florida,Spring,26.18326,-81.24751,5/15/2013,Class B,85.81,57.08,58.6,0.68,0.22,0.18,0,1021.4,9,9.997,71,3.59
Mineral County,Montana,Spring,47.43904,-115.6545,4/15/2020,Class A,40.18,20.73,25.9,0.72,0.79,0.79,0.0064,1020.1,3,6.992,40,3.78
Clallam County,Washington,Summer,48.11949,-124.5989,6/30/2020,Class B,60.57,53.07,51.52,0.85,0.84,0.35,0.0041,1015.7,4,9.488,264,9.28
Montgomery County,North Carolina,Summer,35.24749,-79.97967,6/18/2020,Class A,79.52,63.79,63.77,0.84,0.45,0.93,0.0049,1018.1,8,9.814,173,3.74
Washington County,Alabama,Spring,31.24305,-88.31126,4/16/2020,Class A,75.58,46.68,36.82,0.48,0.07,0.82,0.0008,1022.4,10,10,53,5.2
Mississippi County,Missouri,Summer,36.9897,-89.25555,8/1/2016,Class A,87.39,72.59,73.84,0.91,0.44,0.97,0.0105,1016.4,6,9.377,188,1.99
Hampshire County,Massachusetts,Spring,42.32359,-72.43863,4/2/1998,Class B,50.78,35.78,41.64,0.9,0.99,0.22,0.0082,1009.4,4,6.171,18,4.61
Adams County,Idaho,Fall,44.45853,-116.2853,10/7/2009,Class B,52.54,28.27,30.41,0.72,0.37,0.63,0,1017.2,4,3.168,314,2.06
Jackson County,Oregon,Fall,42.2356,-123.0137,9/15/2003,Class B,76.81,43.83,44.92,0.54,0.06,0.67,0,1013.3,7,9.594,343,3.73
Jefferson County,Illinois,Summer,38.32304,-88.96978,7/21/2020,Class B,90.7,71.25,75.52,0.87,0.51,0.05,0.0242,1014.8,9,9.073,185,5.67
Jefferson County,Washington,Fall,47.72142,-124.3985,10/15/1977,Class A,62.07,42.28,46.25,0.88,0.57,0.13,0.0162,1020.7,2,6.287,188,5.02
Cass County,Missouri,Summer,38.46156,-94.14297,7/23/2020,Class A,92.43,71.73,73.85,0.78,0.11,0.12,0.0025,1015.9,10,10,118,4.18
Mono County,California,Summer,37.97761,-119.1291,7/28/2020,Class B,83.75,56.02,41.27,0.42,0.04,0.31,0.001,1012.4,11,10,241,5.12
Sanilac County,Michigan,Summer,43.39116,-82.53918,8/1/2020,Class A,77.95,69.65,67.06,0.8,0.42,0.45,0.0017,1012.1,7,9.995,52,8.18
Boone County,Missouri,Spring,38.4125,-92.1855,5/14/2020,Class B,79.11,60.84,64.84,0.83,0.57,0.77,0.0081,1011.4,6,9.92,174,9.01
Beaver County,Pennsylvania,Spring,40.60946,-80.3293,4/11/2020,Class B,54.57,39.13,28.89,0.59,0.19,0.65,0.0007,1015.9,6,10,256,5.94
Shoshone County,Idaho,Summer,47.23444,-115.6292,8/8/2020,Class B,76.04,50.71,46.16,0.61,0.4,0.67,0.0006,1016.6,6,10,244,4.75
Tulare County,California,Summer,36.56304,-118.7729,8/15/2020,Class B,85.44,69.87,46.07,0.36,0.36,0.89,0.0017,1014,9,10,100,4.92
Umatilla County,Oregon,Summer,45.45024,-118.3243,8/12/2020,Class B,64,47.28,39.17,0.51,0.53,0.79,0.0007,1013.3,5,10,267,5.88
Washington County,New York,Summer,43.56058,-73.40212,6/12/2019,Class A,76.71,53.63,46.51,0.59,0,0.35,0,1019.7,10,5.591,219,3.24
Jackson County,Kansas,Fall,39.4045,-94.91451,10/4/2014,Class A,59.78,44.97,31.09,0.56,0.33,0.37,0,1016.7,4,9.997,290,5.37
Hampshire County,Massachusetts,Summer,42.30283,-72.53766,8/26/2020,Class B,73.69,56.95,45.96,0.53,0.19,0.3,0.0003,1012,7,10,310,7.25
Spokane County,Washington,Summer,47.75026,-117.5152,9/2/2020,Class B,90.91,55.04,49.23,0.44,0.06,0.53,0.0006,1012,6,10,252,7.28
Monmouth County,New Jersey,Fall,40.18113,-74.09944,9/4/1981,Class A,71.42,60.66,60.38,0.8,0.95,0.2,,1019.4,4,4.38,63,4.81
Jackson County,Missouri,Summer,38.521,-94.188,8/8/2020,Class B,88.23,74.62,74.42,0.86,0.42,0.67,0.0467,1014.7,9,9.634,173,9.52
Parker County,Texas,Summer,32.64,-97.84,6/13/2019,Class A,87.4,67.35,54.97,0.57,0.02,0.39,0,1017.6,11,9.997,92,2.91
Oxford County,Maine,Fall,44.34113,-70.61507,9/26/2020,Class A,77.86,56.85,52.63,0.76,0.16,0.35,0.0007,1018.3,5,9.951,176,4.28
Cowlitz County,Washington,Fall,46.1725,-121.9305,9/23/2020,Class B,55.14,46.85,50.04,0.95,0.82,0.25,0.0737,1011.7,4,5.56,191,8.19
Wright County,Missouri,Fall,37.46392,-92.52242,10/5/2020,Class A,68.47,46.81,37.79,0.61,0,0.63,0.0006,1022.2,6,10,167,7.56
Jackson County,Illinois,Fall,37.59461,-86.13757,10/12/2020,Class B,79.67,44.19,63.96,0.88,0.74,0.85,0.0054,1010,5,8.849,233,7.45
Tulsa County,Oklahoma,Fall,36.37919,-95.80589,10/16/2020,Class B,70.55,48.22,30.92,0.44,0.09,0.01,0.0002,1026,5,10,223,4.79
Wayne County,Missouri,Spring,37.0505,-90.277,4/1/2016,Class A,59.56,35.76,36.24,0.58,0.01,0.8,0,1011.8,8,9.997,293,5.36
Penobscot County,Maine,Fall,45.04943,-68.63222,10/19/2020,Class B,61.23,43.62,39.18,0.77,0.46,0.13,0.0006,1028.4,3,10,170,3.66
Benewah County,Idaho,Summer,47.23455,-116.7369,10/15/2020,Class B,51.34,38.79,30.77,0.7,0.3,0.97,0.0007,1032.8,3,10,233,4.38
Parker County,Texas,Fall,32.66908,-98.03284,10/23/2020,Class A,70.43,42.33,54.1,0.84,0.71,0.27,0.017,1018,4,9.691,355,13.39
Newberry County,South Carolina,Fall,34.39092,-81.54448,10/31/2020,Class B,65.55,51.99,44.24,0.68,0.38,0.51,0.0006,1027.4,4,10,51,5.87
James City County,Virginia,Fall,37.33226,-76.70926,10/22/2020,Class A,79,59.02,63.76,0.87,0.75,0.23,0.0005,1023,3,9.865,117,2.39
Perry County,Ohio,Fall,39.59607,-82.35291,10/31/2020,Class A,55.94,42.35,31.64,0.7,0.03,0.51,0.0007,1027.7,4,10,134,3.94
Sabine Parish,Louisiana,Summer,31.60641,-93.4991,7/15/2018,Class A,95.76,76.12,74.09,0.72,0.23,0.12,0,1016.1,8,9.997,236,2.41
Wakulla County,Florida,Winter,30.2386,-84.7025,1/18/2007,Class B,55.61,48.87,44.63,0.85,0.98,1,0,1027.9,3,9.451,3,3.44
Hancock County,Maine,Fall,44.78159,-68.2283,11/12/2020,Class B,58.66,32.76,45.96,0.73,0.96,0.92,0.0015,1013.7,2,9.976,312,6.99
Coos County,Oregon,Spring,43.27402,-123.9834,4/15/2020,Class B,59.74,45.91,47.4,0.86,0.74,0.79,0.0006,1024.2,4,8.425,336,4.16
St. Louis County,Minnesota,Fall,47.87965,-91.97748,11/9/2020,Class A,53.01,19.85,40.15,0.83,0.81,0.8,0.0256,1007.3,1,9.142,269,7.24
Latah County,Idaho,Fall,46.75473,-116.4292,10/9/2020,Class B,69.67,46.21,44.17,0.66,0.24,0.75,0.0003,1009.4,4,10,122,4.01
Skamania County,Washington,Fall,46.13657,-122.1692,12/16/2020,Class B,43.21,34.58,37.35,0.92,0.99,0.09,0.0498,1012.8,1,4.586,161,7.65
Okaloosa County,Florida,Winter,30.6098,-86.4945,12/26/2020,Class A,54.1,30.28,17.77,0.46,0,0.41,0.0007,1024.1,4,10,359,2.85
Cleburne County,Alabama,Summer,33.64341,-85.41961,6/15/2020,Class A,80.82,57.24,60.27,0.74,0.22,0.83,0.0015,1021,9,10,23,3.74
Dutchess County,New York,Spring,41.60511,-73.59506,3/18/2018,Class B,37.99,25.79,6.01,0.42,0.04,0.05,0,1012.8,6,9.994,340,3.46
Kittitas County,Washington,Fall,47.18806,-120.554,1/13/2021,Class B,31.07,24.01,23.72,0.81,0.6,0.04,0.0107,1022.2,1,8.964,274,13.02
Jefferson County,Washington,Summer,47.89745,-122.8345,8/20/2020,Class B,76.76,62.58,61.67,0.82,0.58,0.08,0.0032,1010.5,6,10,165,7.16
Rockbridge County,Virginia,Winter,37.75926,-79.5912,1/9/2021,Class B,47.18,23.62,21.12,0.59,0.16,0.89,0.0002,1017.6,3,10,326,5.81
McHenry County,Illinois,Winter,42.38553,-88.35001,1/9/2021,Class B,34.3,22.08,22.71,0.82,0.78,0.89,0.0029,1027.1,1,10,336,6.09
Montgomery County,North Carolina,Spring,35.25048,-79.86721,4/15/2014,Class B,71.95,31.39,57.89,0.86,0.87,0.52,0.0562,1008,5,9.33,221,5.01
Chaffee County,Colorado,Spring,38.71954,-106.2384,5/1/2020,Class B,62.16,36.09,19.93,0.33,0.06,0.3,0.0005,1010.2,11,10,258,10.27
Humboldt County,California,Winter,40.03527,-123.7876,1/23/2021,Class B,57.16,38.47,39.49,0.8,0.18,0.35,0.0032,1015.8,2,10,357,6.35
Polk County,North Carolina,Fall,35.28195,-82.39165,10/4/2011,Class B,72.74,45.78,43.42,0.58,0.06,0.28,0,1023.3,7,9.997,341,3.35
Spokane County,Washington,Winter,47.74207,-117.5302,12/15/2020,Class B,39.56,31.97,32.23,0.9,0.99,0.06,0.0077,1019.4,1,4.988,179,5.83
Okaloosa County,Florida,Winter,30.68441,-86.55637,1/28/2021,Class B,57.44,31.7,34.16,0.62,0.07,0.51,0.0005,1028.9,5,10,356,10.5
Menominee County,Michigan,Winter,45.69347,-87.74364,1/30/2021,Class B,30.35,24.56,16.08,0.73,0.95,0.58,0.002,1023.6,1,9.017,97,8.07
Stevens County,Washington,Fall,48.57989,-117.5888,10/17/2020,Class B,47.83,32.75,32.26,0.72,0.66,0.05,0.0004,1017.5,2,10,318,4.31
McCurtain County,Oklahoma,Fall,34.0775,-94.4095,10/26/2020,Class B,54.65,48.49,50.84,0.91,0.99,0.36,0.0101,1018.4,3,9.59,67,6.34
Wilkes County,North Carolina,Winter,36.0055,-81.08335,11/18/2019,Class A,46.25,38.01,42.19,0.94,0.98,0.72,0.0021,1008.8,2,7.854,207,1.24
Perry County,Ohio,Fall,39.63255,-82.26463,2/15/2020,Class A,40.31,32.19,10.18,0.51,0.36,0.75,0.0017,1029.1,3,10,168,5.84
Ontario County,New York,Fall,42.67993,-77.29334,10/15/2020,Class B,75.68,46.23,47.01,0.58,0.63,0.97,0.0052,1008.9,4,9.994,217,12.41
Fayette County,Georgia,Fall,33.37111,-84.508,12/15/2018,Class A,53.48,47.2,46.88,0.86,0.99,0.27,0.002,1014.6,2,6.502,218,4.38
Steuben County,New York,Fall,42.33473,-77.29253,11/15/2012,Class A,44.77,21.12,24.02,0.83,0.06,0.08,0.0002,1029.9,2,9.354,168,0.63
Oklahoma County,Oklahoma,Spring,35.53925,-97.67827,4/15/2019,Class A,79.67,60.06,46.62,0.53,0,0.37,0,1009.2,9,9.979,178,19.36
Dyer County,Tennessee,Spring,36.02328,-89.17284,3/20/2021,Class A,66.79,36.98,37.72,0.63,0.11,0.23,0,1028.4,7,10,56,6.03
Williamson County,Texas,Summer,30.77532,-97.93719,6/24/2017,Class A,83.03,70.26,70.8,0.81,0.48,0.04,0.0155,1016.8,8,9.165,65,3.76
Chelan County,Washington,Spring,47.64581,-120.607,5/21/2021,Class B,63.89,42.66,41.72,0.71,0.52,0.33,0.0028,1019.2,4,10,329,5.21
Bulloch County,Georgia,Winter,32.5754,-81.78378,12/20/2019,Class A,61.69,42.35,20.89,0.45,0.23,0.82,0.0007,1031.9,3,10,50,5.85
Ashland County,Ohio,Spring,40.8557,-82.26972,4/24/2021,Class A,61.74,44.14,37.97,0.68,0.63,0.42,0.0054,1014,4,10,163,5.68
Shoshone County,Idaho,Summer,47.61893,-116.2617,8/10/2011,Class A,78.3,48.66,40.43,0.45,0,0.41,0,1007.6,8,9.997,238,3.54
Strafford County,New Hampshire,Fall,43.45844,-71.07906,10/15/2000,Class B,70.04,37.67,44.33,0.58,0.17,0.59,0,1015.2,3,10,306,7.28
Kingman County,Kansas,Spring,37.56215,-97.85428,5/17/2021,Class A,77.61,58.9,60.63,0.8,0.77,0.19,0.0012,1011.4,6,9.595,60,5.47
Haywood County,North Carolina,Spring,35.53467,-83.17152,5/30/2021,Class B,59.5,44.22,44.3,0.82,0.61,0.67,0.0008,1020,6,9.77,355,4.57
Chelan County,Washington,Spring,47.79538,-120.6295,5/31/2021,Class B,80.69,55.09,52.72,0.63,0.36,0.71,0.002,1019.9,7,10,301,5.81
Shasta County,California,Summer,40.45787,-121.8765,6/15/1988,Class B,93.57,61.41,56.23,0.56,0.49,0.06,,1010.4,8,10,335,6.68
Humboldt County,California,Spring,41.0312,-123.669,6/6/2021,Class B,66.99,44.4,47.15,0.78,0.5,0.9,0.0002,1015.3,7,9.981,301,5.63
Livingston County,Missouri,Summer,39.83804,-93.6515,6/11/2021,Class B,92.75,70.22,72.22,0.75,0.39,0.05,0.0015,1009.2,8,10,150,6.42
Hardin County,Illinois,Summer,37.44508,-88.36589,6/13/2021,Class B,91.71,63.33,73.73,0.76,0.29,0.11,0.0026,1012.3,9,10,342,5.54
Apache County,Arizona,Summer,35.175,-109.25,6/10/2021,Class A,92.47,49.08,6.25,0.08,0.19,0.02,0.0006,1012.4,12,10,233,10.79
Hinsdale County,Colorado,Summer,38.02372,-107.193,6/12/2021,Class B,75.32,43.6,9.18,0.15,0.12,0.08,0.0004,1014.9,12,10,220,5.34
Guernsey County,Ohio,Fall,40.01452,-81.34529,7/6/2021,Class B,91.43,69.47,72.09,0.78,0.2,0.91,0.0002,1017.4,8,10,237,4.81
Ashland County,Ohio,Summer,40.81139,-82.26806,6/9/2021,Class B,80,64.65,69.32,0.87,0.73,0.99,0.0076,1018,6,10,201,4.91
Rio Arriba County,New Mexico,Summer,36.90237,-106.5784,7/20/2020,Class B,82.63,52.33,47.08,0.54,0.11,0.01,0.0016,1012.8,11,10,350,5.42
Sarasota County,Florida,Spring,27.00061,-82.39019,3/27/2021,Class A,83.12,67.51,67.73,0.81,0.28,0.47,0.0006,1020.8,10,10,156,7.5
Buncombe County,North Carolina,Spring,35.2725,-82.65414,6/15/2016,Class B,83.74,66.52,68.59,0.85,0.57,0.36,0.0155,1013.6,7,8.727,247,0.83
Washington County,Wisconsin,Summer,43.26699,-88.29105,7/18/2021,Class A,81.87,56.4,60.48,0.74,0.03,0.31,0,1023.7,9,10,66,5.09
Mahoning County,Ohio,Summer,40.91197,-80.70913,7/17/2021,Class B,76.27,59.3,68.25,0.97,0.95,0.27,0.2058,1016.3,5,9.217,254,4.53
Jefferson County,Ohio,Summer,40.36887,-80.81801,7/24/2021,Class B,85.96,69.85,65.09,0.76,0.47,0.53,0.0002,1017.4,7,10,204,3.67
Dickenson County,Virginia,Summer,37.17433,-82.39963,7/26/2021,Class B,86.17,66.86,72.87,0.88,0.61,0.61,0.0057,1015.5,6,9.999,256,3.36
Kittitas County,Washington,Summer,47.21551,-120.9383,8/27/2021,Class B,67.42,44.25,49.02,0.75,0.33,0.69,0.0003,1017.8,6,9.846,283,8.71
Huntingdon County,Pennsylvania,Summer,40.33498,-77.85934,8/12/2021,Class B,98.15,69.47,73.61,0.76,0.28,0.16,0.0021,1016.2,8,10,240,5.73
New London County,Connecticut,Fall,41.59272,-71.90106,10/15/2019,Class A,61.55,37.89,40.42,0.67,0.08,0.57,0,1019.5,4,9.477,319,5.34
Kitsap County,Washington,Summer,47.52877,-122.7197,8/27/2021,Class A,70.95,49.49,56.19,0.83,0.68,0.69,0.0022,1019.9,4,10,59,3.9
Lawrence County,Tennessee,Summer,35.22149,-87.39061,6/12/2021,Class A,89.02,69.19,74.85,0.87,0.58,0.08,0.0061,1011,7,9.643,318,4.61
